티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
060720,KH바텍,4449390,4449390,0,66263935350,66263935350,0
001940,KISCO홀딩스,485334,485334,0,7794927700,7794927700,0
058400,KNN,5323812,5323812,0,4867869378,4867869378,0
114450,KPX생명과학,81922822,81922822,0,467775231200,467775231200,0
025000,KPX케미칼,69728,69728,0,3550894550,3550894550,0
092230,KPX홀딩스,83476,83476,0,4915162600,4915162600,0
000040,KR모터스,3826959,3826959,0,2164728630,2164728630,0
044450,KSS해운,558675,558675,0,5310853500,5310853500,0
030200,KT,17304497,17304497,0,630509732292,630509732292,0
033780,KT&G,8030294,8030294,0,775975626588,775975626588,0
058850,KTcs,1357258,1357258,0,3125745235,3125745235,0
058860,KTis,1193995,1193995,0,2990442180,2990442180,0
060370,KT서브마린,1693064,1693064,0,9270942545,9270942545,0
122450,KX,1632922,1632922,0,9463235710,9463235710,0
052900,KX하이텍,3276671,3276671,0,4217187580,4217187580,0
093050,LF,906620,906620,0,14757269350,14757269350,0
003550,LG,3311035,3311035,0,266389315349,266389315349,0
034220,LG디스플레이,23366339,23366339,0,316906689500,316906689500,0
051900,LG생활건강,1433149,1433149,0,1002451026668,1002451026668,0
051905,LG생활건강우,386302,386302,0,116423824250,116423824250,0
373220,LG에너지솔루션,7382847,7382847,0,3729892829031,3729892829031,0
003555,LG우,66054,66054,0,4104982700,4104982700,0
032640,LG유플러스,12762321,12762321,0,150200112700,150200112700,0
011070,LG이노텍,4514804,4514804,0,1278893457825,1278893457825,0
066570,LG전자,14310222,14310222,0,1306132077100,1306132077100,0
066575,LG전자우,627444,627444,0,27204587550,27204587550,0
037560,LG헬로비전,10013249,10013249,0,51726291290,51726291290,0
051910,LG화학,3713236,3713236,0,2417218671759,2417218671759,0
051915,LG화학우,286480,286480,0,86149086516,86149086516,0
079550,LIG넥스원,3803813,3803813,0,340660561900,340660561900,0
006260,LS,2471736,2471736,0,175538536800,175538536800,0
010120,LS ELECTRIC,2229696,2229696,0,126008882400,126008882400,0
000680,LS네트웍스,520231,520231,0,1276212870,1276212870,0
229640,LS전선아시아,3547764,3547764,0,28126469560,28126469560,0
108320,LX세미콘,2132495,2132495,0,172843292100,172843292100,0
001120,LX인터내셔널,6538633,6538633,0,255844237720,255844237720,0
108670,LX하우시스,434720,434720,0,14924923150,14924923150,0
108675,LX하우시스우,46204,46204,0,794346050,794346050,0
383800,LX홀딩스,2502845,2502845,0,22626891720,22626891720,0
38380K,LX홀딩스1우,28157,28157,0,327306400,327306400,0
086960,MDS테크,145794909,145794909,0,1156618792270,1156618792270,0
023150,MH에탄올,602465,602465,0,4939569810,4939569810,0
035420,NAVER,15456239,15456239,0,2881925695860,2881925695860,0
160550,NEW,17741466,17741466,0,145801117380,145801117380,0
053290,NE능률,1071498,1071498,0,4412907865,4412907865,0
181710,NHN,971203,971203,0,23854114450,23854114450,0
104200,NHN벅스,2829690,2829690,0,18084713510,18084713510,0
060250,NHN한국사이버결제,8280489,8280489,0,115788461050,115788461050,0
400760,NH올원리츠,3296673,3296673,0,10873416985,10873416985,0
005940,NH투자증권,10361203,10361203,0,98240952020,98240952020,0
005945,NH투자증권우,1233264,1233264,0,11534367070,11534367070,0
338100,NH프라임리츠,275564,275564,0,1111143315,1111143315,0
034310,NICE,1161372,1161372,0,15267218400,15267218400,0
030190,NICE평가정보,2571949,2571949,0,33382833132,33382833132,0
008260,NI스틸,2396617,2396617,0,10802386060,10802386060,0
004250,NPC,2891545,2891545,0,18896635380,18896635380,0
004255,NPC우,278511,278511,0,950000960,950000960,0
010060,OCI,4998649,4998649,0,451923425600,451923425600,0
178920,PI첨단소재,2297283,2297283,0,70568611250,70568611250,0
024940,PN풍년,30441608,30441608,0,267819085960,267819085960,0
005490,POSCO홀딩스,8156754,8156754,0,2348366041745,2348366041745,0
218410,RFHIC,3231343,3231343,0,78890700650,78890700650,0
327260,RF머트리얼즈,1652710,1652710,0,21127815250,21127815250,0
091340,S&K폴리텍,404527,404527,0,1546990550,1546990550,0
010950,S-Oil,6181593,6181593,0,534032456368,534032456368,0
010955,S-Oil우,352331,352331,0,20537490300,20537490300,0
419530,SAMG엔터,47129490,47129490,0,1185621164150,1185621164150,0
019550,SBI인베스트먼트,21686789,21686789,0,24664186595,24664186595,0
950110,SBI핀테크솔루션즈,137968,137968,0,529924520,529924520,0
034120,SBS,746347,746347,0,26270844800,26270844800,0
046140,SBS콘텐츠허브,8217125,8217125,0,52298443920,52298443920,0
151910,SBW생명과학,40054200,40054200,0,41569297632,41569297632,0
036120,SCI평가정보,76149521,76149521,0,312366322360,312366322360,0
099220,SDN,8810947,8810947,0,16779213565,16779213565,0
036540,SFA반도체,8880898,8880898,0,38173448110,38173448110,0
255220,SG,1434863,1434863,0,1732460200,1732460200,0
040610,SG&G,1060358,1060358,0,1819321285,1819321285,0
049470,SGA,1354020,1354020,0,1083808423,1083808423,0
184230,SGA솔루션즈,5772573,5772573,0,5283052145,5283052145,0
005090,SGC에너지,999399,999399,0,33284439400,33284439400,0
016250,SGC이테크건설,587329,587329,0,24718174300,24718174300,0
001380,SG글로벌,20349557,20349557,0,36631518140,36631518140,0
004060,SG세계물산,12797807,12797807,0,6945711862,6945711862,0
001770,SHD,206856,206856,0,7525869200,7525869200,0
002360,SH에너지화학,17153960,17153960,0,15635658327,15635658327,0
009160,SIMPAC,2097970,2097970,0,11508069155,11508069155,0
123700,SJM,2055317,2055317,0,9702388075,9702388075,0
025530,SJM홀딩스,1835937,1835937,0,7435656535,7435656535,0
034730,SK,2400368,2400368,0,487921917500,487921917500,0
011790,SKC,3696040,3696040,0,371067531400,371067531400,0
018670,SK가스,180833,180833,0,21999188500,21999188500,0
001740,SK네트웍스,6000128,6000128,0,24365158635,24365158635,0
001745,SK네트웍스우,39352,39352,0,1921004200,1921004200,0
006120,SK디스커버리,596564,596564,0,18991863150,18991863150,0
006125,SK디스커버리우,31209,31209,0,909185550,909185550,0
210980,SK디앤디,521975,521975,0,11204187700,11204187700,0
068400,SK렌터카,492781,492781,0,3451685710,3451685710,0
395400,SK리츠,12429921,12429921,0,65500681530,65500681530,0
302440,SK바이오사이언스,4823048,4823048,0,401936059700,401936059700,0
326030,SK바이오팜,1697427,1697427,0,123825912800,123825912800,0
402340,SK스퀘어,6039341,6039341,0,214677571446,214677571446,0
260870,SK시그넷,81357,81357,0,3461048500,3461048500,0
361610,SK아이이테크놀로지,6256194,6256194,0,383062150700,383062150700,0
03473K,SK우,19772,19772,0,3463466500,3463466500,0
096770,SK이노베이션,5174674,5174674,0,864036101500,864036101500,0
096775,SK이노베이션우,41011,41011,0,4093329100,4093329100,0
001510,SK증권,13489553,13489553,0,8961555155,8961555155,0
001515,SK증권우,94024,94024,0,254605970,254605970,0
285130,SK케미칼,1893431,1893431,0,157364738600,157364738600,0
28513K,SK케미칼우,105121,105121,0,4253145950,4253145950,0
017670,SK텔레콤,10436138,10436138,0,516585280192,516585280192,0
000660,SK하이닉스,51099671,51099671,0,4084945482189,4084945482189,0
048550,SM C&C,8463526,8463526,0,27478748390,27478748390,0
063440,SM Life Design,58756041,58756041,0,170005624400,170005624400,0
064960,SNT모티브,497521,497521,0,22222518150,22222518150,0
100840,SNT에너지,2034864,2034864,0,43976363500,43976363500,0
003570,SNT중공업,3145086,3145086,0,30273350900,30273350900,0
036530,SNT홀딩스,317372,317372,0,5176746950,5176746950,0
005610,SPC삼립,324720,324720,0,23137982500,23137982500,0
011810,STX,59356973,59356973,0,368606491840,368606491840,0
077970,STX엔진,5639589,5639589,0,80473120950,80473120950,0
071970,STX중공업,49403906,49403906,0,349028603060,349028603060,0
002820,SUN&L,337772,337772,0,1137440065,1137440065,0
289080,SV인베스트먼트,4240165,4240165,0,9462178415,9462178415,0
084870,TBH글로벌,1119206,1119206,0,2044799950,2044799950,0
002710,TCC스틸,4660022,4660022,0,45756094830,45756094830,0
089230,THE E&M,20962843,20962843,0,7447222193,7447222193,0
161570,THE MIDONG,726671,726671,0,788041862,788041862,0
032540,TJ미디어,3464278,3464278,0,22904998790,22904998790,0
022220,TKG애강,7847309,7847309,0,11492046780,11492046780,0
069260,TKG휴켐스,2669566,2669566,0,57138155700,57138155700,0
048770,TPC,986874,986874,0,3410281930,3410281930,0
246690,TS인베스트먼트,3218596,3218596,0,5581714205,5581714205,0
317240,TS트릴리온,3508442,3508442,0,2379237719,2379237719,0
002900,TYM,141385018,141385018,0,390199774135,390199774135,0
024070,WISCOM,1904377,1904377,0,5672439215,5672439215,0
057030,YBM넷,1998259,1998259,0,7784834450,7784834450,0
037270,YG PLUS,14667504,14667504,0,66665617640,66665617640,0
040300,YTN,27536438,27536438,0,169994815100,169994815100,0
051390,YW,406720,406720,0,1400884500,1400884500,0
052220,iMBC,7661636,7661636,0,26892060735,26892060735,0
079940,가비아,1268979,1268979,0,13485881850,13485881850,0
078890,가온미디어,26107773,26107773,0,200826287600,200826287600,0
000500,가온전선,1562084,1562084,0,30260829650,30260829650,0
399720,가온칩스,6552755,6552755,0,120683939400,120683939400,0
036620,감성코퍼레이션,16822395,16822395,0,30196073235,30196073235,0
000860,강남제비스코,75378,75378,0,1592304900,1592304900,0
217730,강스템바이오텍,1951207,1951207,0,5722032545,5722032545,0
035250,강원랜드,6833268,6833268,0,165522758750,165522758750,0
114190,강원에너지,30357466,30357466,0,283895571210,283895571210,0
094480,갤럭시아머니트리,5240870,5240870,0,25126532679,25126532679,0
011420,갤럭시아에스엠,1591413,1591413,0,3014283420,3014283420,0
039240,경남스틸,3850872,3850872,0,12421848100,12421848100,0
053950,경남제약,118473509,118473509,0,315619948505,315619948505,0
002100,경농,453775,453775,0,4683212950,4683212950,0
009450,경동나비엔,801870,801870,0,28411521750,28411521750,0
267290,경동도시가스,7313451,7313451,0,213728630500,213728630500,0
012320,경동인베스트,2396747,2396747,0,277100989100,277100989100,0
011040,경동제약,2810713,2810713,0,22913134980,22913134980,0
000050,경방,98080,98080,0,1088797300,1088797300,0
214390,경보제약,42301803,42301803,0,389271792380,389271792380,0
012610,경인양행,1249775,1249775,0,5669293230,5669293230,0
009140,경인전자,54290,54290,0,1338552050,1338552050,0
024910,경창산업,973129,973129,0,2069734280,2069734280,0
013580,계룡건설,1054416,1054416,0,21196216800,21196216800,0
012200,계양전기,1861791,1861791,0,5603934650,5603934650,0
012205,계양전기우,84534,84534,0,429734225,429734225,0
002140,고려산업,19642243,19642243,0,83574601710,83574601710,0
198440,고려시멘트,4677386,4677386,0,12788408520,12788408520,0
049720,고려신용정보,7474105,7474105,0,84068535200,84068535200,0
010130,고려아연,1207955,1207955,0,712226365000,712226365000,0
002240,고려제강,1699381,1699381,0,40751603950,40751603950,0
014570,고려제약,3506090,3506090,0,29001730140,29001730140,0
348150,고바이오랩,961495,961495,0,11370366300,11370366300,0
098460,고영,3979478,3979478,0,55152207647,55152207647,0
035290,골드앤에스,2832415,2832415,0,14342316615,14342316615,0
038530,골드퍼시픽,12739024,12739024,0,5955685210,5955685210,0
900280,골든센츄리,226798146,226798146,0,95126081520,95126081520,0
215000,골프존,652435,652435,0,75142958100,75142958100,0
121440,골프존뉴딘홀딩스,2817136,2817136,0,14001005180,14001005180,0
183410,골프존데카,6049,6049,0,15311970,15311970,0
366030,공구우먼,120361867,120361867,0,1683829854050,1683829854050,0
076340,관악산업,118763,118763,0,662582200,662582200,0
009290,광동제약,3791542,3791542,0,23853536560,23853536560,0
014200,광림,23821732,23821732,0,27086060873,27086060873,0
017040,광명전기,3864408,3864408,0,8672261040,8672261040,0
029480,광무,8099597,8099597,0,25471095805,25471095805,0
017900,광전자,3505035,3505035,0,8420406800,8420406800,0
037710,광주신세계,190212,190212,0,6243219450,6243219450,0
026910,광진실업,347510,347510,0,1714078610,1714078610,0
355150,교보10호스팩,1969413,1969413,0,4304101375,4304101375,0
397880,교보11호스팩,144170,144170,0,290794605,290794605,0
421800,교보12호스팩,314828,314828,0,630007760,630007760,0
440790,교보13호스팩,286637,286637,0,571591135,571591135,0
030610,교보증권,822643,822643,0,4670466540,4670466540,0
339770,교촌에프앤비,974573,974573,0,9894544320,9894544320,0
053270,구영테크,3871246,3871246,0,10200624775,10200624775,0
007690,국도화학,229189,229189,0,10489196650,10489196650,0
005320,국동,7853214,7853214,0,9853110355,9853110355,0
001140,국보,22330610,22330610,0,19967517231,19967517231,0
066620,국보디자인,202336,202336,0,3467037700,3467037700,0
043650,국순당,568834,568834,0,3933581430,3933581430,0
006050,국영지앤엠,10758678,10758678,0,18124569815,18124569815,0
060480,국일신동,745647,745647,0,2098847205,2098847205,0
078130,국일제지,81394328,81394328,0,213164006110,213164006110,0
307750,국전약품,23983550,23983550,0,180615594550,180615594550,0
002720,국제약품,77170943,77170943,0,460162411235,460162411235,0
243870,굿센,1510,1510,0,20863900,20863900,0
035080,그래디언트,6009447,6009447,0,98955296550,98955296550,0
204020,그리티,1042030,1042030,0,3190010135,3190010135,0
083420,그린케미칼,12506697,12506697,0,147996924960,147996924960,0
186230,그린플러스,835711,835711,0,9366796450,9366796450,0
014530,극동유화,8211517,8211517,0,32626481700,32626481700,0
900070,글로벌에스엠,8382204,8382204,0,6600700538,6600700538,0
204620,글로벌텍스프리,11925583,11925583,0,35665743080,35665743080,0
019660,글로본,5464064,5464064,0,11183756815,11183756815,0
014280,금강공업,7425170,7425170,0,51274846610,51274846610,0
014285,금강공업우,62967,62967,0,800538700,800538700,0
053260,금강철강,6100481,6100481,0,44659039110,44659039110,0
008870,금비,4165799,4165799,0,419807427100,419807427100,0
001570,금양,76232435,76232435,0,2122022186550,2122022186550,0
002990,금호건설,5089993,5089993,0,40890154790,40890154790,0
002995,금호건설우,86884,86884,0,2395499000,2395499000,0
011780,금호석유,1324603,1324603,0,184575542000,184575542000,0
011785,금호석유우,215319,215319,0,19419054500,19419054500,0
214330,금호에이치티,26467545,26467545,0,26844703988,26844703988,0
001210,금호전기,1727968,1727968,0,1687019752,1687019752,0
073240,금호타이어,5431422,5431422,0,16150698740,16150698740,0
036190,금화피에스시,78750,78750,0,2259765400,2259765400,0
049080,기가레인,163204022,163204022,0,310514177155,310514177155,0
035460,기산텔레콤,14141145,14141145,0,48941421680,48941421680,0
092440,기신정기,612358,612358,0,2140269120,2140269120,0
000270,기아,25720234,25720234,0,1640094186337,1640094186337,0
024110,기업은행,31679708,31679708,0,342231088756,342231088756,0
013700,까뮤이앤씨,42020209,42020209,0,89765493420,89765493420,0
308100,까스텔바작,889611,889611,0,5775880690,5775880690,0
004540,깨끗한나라,977437,977437,0,2972560535,2972560535,0
004545,깨끗한나라우,6274,6274,0,114729900,114729900,0
187790,나노,4070557,4070557,0,4680293680,4680293680,0
286750,나노브릭,3876150,3876150,0,6514409910,6514409910,0
121600,나노신소재,3991402,3991402,0,327286240800,327286240800,0
247660,나노씨엠에스,1702412,1702412,0,37557703750,37557703750,0
039860,나노엔텍,71099214,71099214,0,439562610685,439562610685,0
244880,나눔테크,4106,4106,0,11610530,11610530,0
288490,나라소프트,413467,413467,0,19508764,19508764,0
051490,나라엠앤디,1306275,1306275,0,8761197620,8761197620,0
137080,나래나노텍,2692973,2692973,0,23118771210,23118771210,0
190510,나무가,26967617,26967617,0,454872939350,454872939350,0
242040,나무기술,55272973,55272973,0,124963468525,124963468525,0
089600,나스미디어,1523150,1523150,0,43608618350,43608618350,0
293580,나우IB,12478186,12478186,0,141687124320,141687124320,0
257990,나우코스,10896,10896,0,47283900,47283900,0
138610,나이벡,968046,968046,0,18963261150,18963261150,0
130580,나이스디앤비,136897,136897,0,1053863370,1053863370,0
036800,나이스정보통신,627360,627360,0,17019134550,17019134550,0
267320,나인테크,6319523,6319523,0,20121247465,20121247465,0
001260,남광토건,2745439,2745439,0,28219854580,28219854580,0
008350,남선알미늄,58396839,58396839,0,139140764895,139140764895,0
008355,남선알미우,100963,100963,0,2860066550,2860066550,0
004270,남성,2189843,2189843,0,4658411655,4658411655,0
003920,남양유업,47344,47344,0,21394697000,21394697000,0
003925,남양유업우,4302,4302,0,984201000,984201000,0
025860,남해화학,2935427,2935427,0,26111190720,26111190720,0
111710,남화산업,1458623,1458623,0,12331464920,12331464920,0
091590,남화토건,13695370,13695370,0,138084424520,138084424520,0
168330,내츄럴엔도텍,2715498,2715498,0,9680676365,9680676365,0
094860,네오리진,20963320,20963320,0,12954196496,12954196496,0
253590,네오셈,2721556,2721556,0,9157677160,9157677160,0
212560,네오오토,551197,551197,0,3831908780,3831908780,0
095660,네오위즈,5647930,5647930,0,206990914600,206990914600,0
042420,네오위즈홀딩스,1102981,1102981,0,30993120300,30993120300,0
950220,네오이뮨텍,21093615,21093615,0,85766782515,85766782515,0
311390,네오크레마,1761672,1761672,0,15447522330,15447522330,0
085910,네오티스,2365855,2365855,0,11829902575,11829902575,0
092730,네오팜,269053,269053,0,5188257750,5188257750,0
290660,네오펙트,3130281,3130281,0,5150279920,5150279920,0
306620,네온테크,19683565,19683565,0,70594635630,70594635630,0
153460,네이블,195977,195977,0,1464544580,1464544580,0
007390,네이처셀,11276402,11276402,0,187830370550,187830370550,0
033640,네패스,1842710,1842710,0,33116354250,33116354250,0
330860,네패스아크,533470,533470,0,10607954300,10607954300,0
005720,넥센,304097,304097,0,1266501510,1266501510,0
005725,넥센우,336981,336981,0,1278384370,1278384370,0
002350,넥센타이어,3172982,3172982,0,21927799490,21927799490,0
002355,넥센타이어1우B,165498,165498,0,481104705,481104705,0
089140,넥스턴바이오,15733083,15733083,0,30839579720,30839579720,0
137940,넥스트아이,5567952,5567952,0,3550560492,3550560492,0
396270,넥스트칩,13211289,13211289,0,109946851900,109946851900,0
348210,넥스틴,966025,966025,0,50734116950,50734116950,0
225570,넥슨게임즈,9327422,9327422,0,128765482400,128765482400,0
217270,넵튠,1103576,1103576,0,12724485500,12724485500,0
251270,넷마블,9771365,9771365,0,537513979450,537513979450,0
317860,노드메이슨,20708,20708,0,135136600,135136600,0
104620,노랑풍선,2281856,2281856,0,16597731720,16597731720,0
090350,노루페인트,871322,871322,0,7167452520,7167452520,0
090355,노루페인트우,63611,63611,0,1042879000,1042879000,0
000320,노루홀딩스,441412,441412,0,4653947890,4653947890,0
000325,노루홀딩스우,99672,99672,0,2409665500,2409665500,0
194700,노바렉스,3154512,3154512,0,32292652100,32292652100,0
285490,노바텍,1100398,1100398,0,24828366450,24828366450,0
229500,노브메타파마,44313,44313,0,538542600,538542600,0
106520,노블엠앤비,4422621,4422621,0,11726497905,11726497905,0
376930,노을,44250431,44250431,0,375712976670,375712976670,0
278650,노터스,114352145,114352145,0,670964722075,670964722075,0
006280,녹십자,670110,670110,0,90044046500,90044046500,0
142280,녹십자엠에스,10042724,10042724,0,60346101430,60346101430,0
234690,녹십자웰빙,41820016,41820016,0,368276230390,368276230390,0
005250,녹십자홀딩스,2069102,2069102,0,37278339900,37278339900,0
005257,녹십자홀딩스2우,55523,55523,0,1969246900,1969246900,0
004370,농심,383577,383577,0,131449044500,131449044500,0
072710,농심홀딩스,39001,39001,0,2617513200,2617513200,0
054050,농우바이오,391307,391307,0,3451751960,3451751960,0
069140,누리플랜,608786,608786,0,3143652845,3143652845,0
040160,누리플렉스,8488985,8488985,0,50128903310,50128903310,0
332290,누보,29002834,29002834,0,53285591710,53285591710,0
348340,뉴로메카,6260416,6260416,0,89401456350,89401456350,0
060260,뉴보텍,3320607,3320607,0,2840910331,2840910331,0
012340,뉴인텍,3554510,3554510,0,10273990515,10273990515,0
214870,뉴지랩파마,8640980,8640980,0,91696805160,91696805160,0
270870,뉴트리,2994503,2994503,0,32127723710,32127723710,0
144960,뉴파워프라즈마,799272,799272,0,2902166935,2902166935,0
085670,뉴프렉스,34712383,34712383,0,248883353610,248883353610,0
064260,다날,10021306,10021306,0,55590515110,55590515110,0
093640,다믈멀티미디어,9473586,9473586,0,46193080320,46193080320,0
340360,다보링크,1661135,1661135,0,1526084763,1526084763,0
039560,다산네트웍스,3217954,3217954,0,15207303265,15207303265,0
058730,다스코,14677068,14677068,0,82482813790,82482813790,0
298870,다올인베스트먼트,309386450,309386450,0,1042887305930,1042887305930,0
030210,다올투자증권,20907230,20907230,0,67368105965,67368105965,0
023590,다우기술,1299981,1299981,0,25666855600,25666855600,0
032190,다우데이타,12769749,12769749,0,377237924400,377237924400,0
323350,다원넥스뷰,932,932,0,44733100,44733100,0
068240,다원시스,3881594,3881594,0,62241691500,62241691500,0
145210,다이나믹디자인,30648875,30648875,0,157623195925,157623195925,0
019680,대교,570829,570829,0,1502653940,1502653940,0
019685,대교우B,118251,118251,0,220862925,220862925,0
006370,대구백화점,97147,97147,0,960101850,960101850,0
008060,대덕,1706370,1706370,0,11373984910,11373984910,0
00806K,대덕1우,405291,405291,0,3689803760,3689803760,0
353200,대덕전자,6359958,6359958,0,135658873050,135658873050,0
35320K,대덕전자1우,279312,279312,0,3060573190,3060573190,0
000490,대동,11548584,11548584,0,144457638350,144457638350,0
178600,대동고려삼,14394,14394,0,43351275,43351275,0
020400,대동금속,180144,180144,0,1709451550,1709451550,0
008830,대동기어,2177356,2177356,0,16548281560,16548281560,0
048470,대동스틸,3619206,3619206,0,17594067665,17594067665,0
008110,대동전자,988936,988936,0,10203526950,10203526950,0
004780,대륙제관,799135,799135,0,3679059960,3679059960,0
005750,대림B&Co,462160,462160,0,1849826210,1849826210,0
017650,대림제지,176105,176105,0,1579242520,1579242520,0
006570,대림통상,206290,206290,0,793514855,793514855,0
007720,대명소노시즌,40314997,40314997,0,34565068703,34565068703,0
389260,대명에너지,3268379,3268379,0,77692529100,77692529100,0
317850,대모,19889117,19889117,0,285400550450,285400550450,0
290670,대보마그네틱,3372227,3372227,0,249069782400,249069782400,0
078140,대봉엘에스,3468199,3468199,0,28117947950,28117947950,0
001680,대상,2341286,2341286,0,51567214800,51567214800,0
001685,대상우,72739,72739,0,1169582400,1169582400,0
084690,대상홀딩스,858834,858834,0,6709893500,6709893500,0
084695,대상홀딩스우,81972,81972,0,744760820,744760820,0
036480,대성미생물,862032,862032,0,10256054750,10256054750,0
128820,대성산업,3677157,3677157,0,15053148570,15053148570,0
117580,대성에너지,5459925,5459925,0,60519904770,60519904770,0
025440,대성엘텍,2830951,2830951,0,1837887184,1837887184,0
027830,대성창투,80665398,80665398,0,267869484520,267869484520,0
104040,대성파인텍,50608162,50608162,0,92410011675,92410011675,0
129920,대성하이텍,29695823,29695823,0,313313146600,313313146600,0
016710,대성홀딩스,1525628,1525628,0,170288088000,170288088000,0
387310,대신밸런스제10호스팩,4852661,4852661,0,12419691225,12419691225,0
397500,대신밸런스제11호스팩,3301889,3301889,0,6898445300,6898445300,0
426670,대신밸런스제12호스팩,7753096,7753096,0,17769130600,17769130600,0
438220,대신밸런스제13호스팩,703926,703926,0,1413400905,1413400905,0
442310,대신밸런스제14호스팩,1413823,1413823,0,2821686260,2821686260,0
020180,대신정보통신,142224411,142224411,0,210272955365,210272955365,0
003540,대신증권,1470996,1470996,0,21069618700,21069618700,0
003547,대신증권2우B,538976,538976,0,6906754550,6906754550,0
003545,대신증권우,1617161,1617161,0,21283891400,21283891400,0
045390,대아티아이,12933786,12933786,0,45990315925,45990315925,0
009190,대양금속,7835511,7835511,0,26578868915,26578868915,0
108380,대양전기공업,204770,204770,0,2540372950,2540372950,0
014160,대영포장,16007641,16007641,0,27109428825,27109428825,0
047040,대우건설,19221504,19221504,0,86916328105,86916328105,0
009320,대우부품,8638275,8638275,0,12992596665,12992596665,0
042660,대우조선해양,6436000,6436000,0,121639771800,121639771800,0
003090,대웅,1019949,1019949,0,21420880900,21420880900,0
069620,대웅제약,997130,997130,0,155420530500,155420530500,0
007680,대원,331514,331514,0,2519976000,2519976000,0
000430,대원강업,5151852,5151852,0,18331164280,18331164280,0
048910,대원미디어,5006794,5006794,0,73633602550,73633602550,0
005710,대원산업,2145472,2145472,0,12291144350,12291144350,0
006340,대원전선,4774220,4774220,0,5621170800,5621170800,0
006345,대원전선우,93595,93595,0,229627400,229627400,0
003220,대원제약,13937612,13937612,0,272813765050,272813765050,0
024890,대원화성,25572593,25572593,0,69372841695,69372841695,0
290380,대유,59762845,59762845,0,250080674830,250080674830,0
002880,대유에이텍,4528506,4528506,0,3202733137,3202733137,0
290120,대유에이피,445400,445400,0,2699758510,2699758510,0
000300,대유플러스,6471034,6471034,0,5458528750,5458528750,0
120240,대정화금,4664609,4664609,0,83354727500,83354727500,0
003310,대주산업,20274138,20274138,0,51317569345,51317569345,0
114920,대주이엔티,2077,2077,0,3629280,3629280,0
078600,대주전자재료,3257190,3257190,0,259474067300,259474067300,0
012800,대창,5081822,5081822,0,6489157260,6489157260,0
015230,대창단조,12106224,12106224,0,102505012810,102505012810,0
096350,대창솔루션,110338859,110338859,0,40062913308,40062913308,0
140520,대창스틸,949069,949069,0,2913968270,2913968270,0
131220,대한과학,3818573,3818573,0,30029450910,30029450910,0
010170,대한광통신,28918789,28918789,0,93000985080,93000985080,0
060900,대한그린파워,122556373,122556373,0,85045478999,85045478999,0
054670,대한뉴팜,8175756,8175756,0,80084290320,80084290320,0
001070,대한방직,177285,177285,0,9083865500,9083865500,0
023910,대한약품,288959,288959,0,8879753250,8879753250,0
006650,대한유화,1260385,1260385,0,209890649500,209890649500,0
001440,대한전선,114207721,114207721,0,184370681035,184370681035,0
084010,대한제강,588535,588535,0,7054483400,7054483400,0
001790,대한제당,3808360,3808360,0,10314907895,10314907895,0
001795,대한제당우,645992,645992,0,1583778090,1583778090,0
001130,대한제분,37485,37485,0,5099574000,5099574000,0
003490,대한항공,25904245,25904245,0,648245522400,648245522400,0
003495,대한항공우,541980,541980,0,17551769600,17551769600,0
005880,대한해운,22241678,22241678,0,48088008520,48088008520,0
003830,대한화섬,11837,11837,0,1401136500,1401136500,0
016090,대현,4959043,4959043,0,11722603230,11722603230,0
069460,대호에이엘,9630565,9630565,0,14137079765,14137079765,0
021040,대호특수강,7335455,7335455,0,47449344420,47449344420,0
021045,대호특수강우,93371,93371,0,996351930,996351930,0
067080,대화제약,4374735,4374735,0,45881184240,45881184240,0
298540,더네이쳐홀딩스,2573102,2573102,0,82697434100,82697434100,0
192080,더블유게임즈,786729,786729,0,38234538600,38234538600,0
393890,더블유씨피,3235143,3235143,0,151899698850,151899698850,0
299170,더블유에스아이,4197256,4197256,0,8115406510,8115406510,0
012510,더존비즈온,1544601,1544601,0,58458067200,58458067200,0
224060,더코디,7028729,7028729,0,69232542160,69232542160,0
302920,더콘텐츠온,1484,1484,0,8571440,8571440,0
213420,덕산네오룩스,2250716,2250716,0,90085825650,90085825650,0
317330,덕산테코피아,1371874,1371874,0,21126604650,21126604650,0
077360,덕산하이메탈,9598157,9598157,0,50328281250,50328281250,0
004830,덕성,1533164,1533164,0,8040268125,8040268125,0
004835,덕성우,295369,295369,0,1833838390,1833838390,0
090410,덕신하우징,17164921,17164921,0,36629293575,36629293575,0
024900,덕양산업,1454778,1454778,0,3731137235,3731137235,0
263600,덕우전자,5926768,5926768,0,45672989970,45672989970,0
194480,데브시스터즈,3539808,3539808,0,183876872700,183876872700,0
348840,데이드림엔터,112,112,0,1524050,1524050,0
263800,데이타솔루션,17470885,17470885,0,97516903105,97516903105,0
199150,데이터스트림즈,11341,11341,0,99010750,99010750,0
206560,덱스터,27390308,27390308,0,399787976850,399787976850,0
261200,덴티스,751920,751920,0,6013320720,6013320720,0
145720,덴티움,1562642,1562642,0,144466161500,144466161500,0
227420,도부마스크,138003,138003,0,108847907,108847907,0
067990,도이치모터스,6602698,6602698,0,41407357160,41407357160,0
002150,도화엔지니어링,5719588,5719588,0,51873041100,51873041100,0
006620,동구바이오제약,13556322,13556322,0,91283704060,91283704060,0
100130,동국S&C,5030331,5030331,0,25197914745,25197914745,0
