,customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted
43,TS487207,XX,C01,M,2019-05-01,,CA1,0
44,OA994859,XXXXX,C01,F,2019-05-01,,CA1,0
45,PL221419,XXXX,C02,M,2019-05-01,,CA1,0
46,HI570349,XXXXX,C01,F,2019-05-01,,CA1,0
47,TS945284,XXX,C03,M,2019-05-01,,CA1,0
48,PL152568,XXXXX,C03,F,2019-05-01,,CA1,0
49,GD967749,XXXX,C01,F,2019-05-01,,CA1,0
50,HI635742,XXXXXX,C02,F,2019-05-01,,CA1,0
51,AS970810,XXXXX,C03,F,2019-05-01,,CA1,0
52,GD163149,XXXXX,C03,M,2019-05-01,,CA1,0
53,HD124700,XXXX,C01,M,2019-05-01,,CA1,0
54,HD349501,XX,C01,F,2019-05-01,,CA1,0
55,GD126553,XXX,C01,M,2019-05-01,,CA1,0
56,AS926104,XXXX,C03,F,2019-05-01,,CA1,0
57,GD360440,XXXXXX,C03,M,2019-05-01,,CA1,0
58,IK701555,XXXXX,C02,F,2019-05-01,,CA1,0
59,AS777651,XXXXX,C01,M,2019-05-01,,CA1,0
60,PL241896,XXXX,C03,F,2019-05-01,,CA1,0
61,PL920046,XXXXX,C02,F,2019-05-01,,CA1,0
62,PL367795,XXXX,C01,F,2019-06-01,,CA1,0
63,HI324110,XXXXX,C01,M,2019-06-01,,CA1,0
64,OA630902,XXXX,C03,M,2019-06-01,,CA1,0
65,GD292781,XXXX,C02,F,2019-06-01,,CA1,0
66,PL912172,XXXXXX,C03,M,2019-06-01,,CA1,0
67,HI582217,XXXXX,C01,M,2019-06-01,,CA1,0
68,TS038130,XXXXX,C03,M,2019-06-01,,CA1,0
69,TS200932,XXX,C01,F,2019-06-01,,CA1,0
70,GD728611,XXXXX,C02,F,2019-06-01,,CA1,0
71,HI525851,XXXXXX,C03,M,2019-06-01,,CA1,0
72,PL540895,XXX,C03,M,2019-06-01,,CA1,0
73,PL410964,XXXXX,C01,M,2019-06-01,,CA1,0
74,HI728364,XXXX,C01,M,2019-06-01,,CA1,0
75,HI373547,XXXXX,C01,F,2019-06-01,,CA1,0
76,GD489678,XXXXX,C01,M,2019-06-01,,CA1,0
77,OA504016,XXXXX,C03,M,2019-06-01,,CA1,0
78,IK124414,XXXXX,C03,M,2019-06-01,,CA1,0
79,IK351897,XXXXX,C02,M,2019-06-01,,CA1,0
80,TS273269,XXXX,C03,M,2019-06-01,,CA1,0
81,IK055692,XXXXX,C01,M,2019-06-01,,CA1,0
82,TS035920,XXXX,C01,M,2019-06-01,,CA1,0
83,GD555235,XXXXX,C03,F,2019-06-01,,CA1,0
84,AS099984,XXX,C01,F,2019-06-01,,CA1,0
85,TS471939,XXX,C01,M,2019-06-01,,CA1,0
86,OA931227,XXX,C02,F,2019-06-01,,CA1,0
87,HD455858,XXXXXX,C03,M,2019-06-01,,CA1,0
88,PL487301,XXXX,C01,M,2019-06-01,,CA1,0
89,GD813654,XXXXX,C03,M,2019-06-01,,CA1,0
90,HD378274,XXXX,C03,M,2019-06-01,,CA1,0
91,OA236156,XXXXX,C01,F,2019-06-01,,CA1,0
92,PL889178,XXXXXX,C02,F,2019-06-01,,CA1,0
93,OA776086,XXX,C03,F,2019-06-01,,CA1,0
94,AS677821,XXXXXX,C01,M,2019-06-01,,CA1,0
95,OA818666,XXXX,C02,F,2019-06-01,,CA1,0
96,PL342449,XX,C02,F,2019-06-01,,CA1,0
97,PL825454,XXXX,C01,M,2019-06-01,,CA1,0
98,TS437647,XXXXXX,C02,M,2019-06-01,,CA1,0
99,HI146430,XXXXX,C01,M,2019-06-01,,CA1,0
100,GD437531,XXXXX,C01,M,2019-06-01,,CA1,0
101,OA103624,XXX,C01,M,2019-06-01,,CA1,0
102,OA933190,XXXXX,C01,M,2019-06-01,,CA1,0
103,IK624416,XXXXX,C03,F,2019-06-01,,CA1,0
104,GD212992,XXXX,C03,F,2019-06-01,,CA1,0
105,IK999272,XXXX,C01,M,2019-06-01,,CA1,0
106,GD163914,XXXXXX,C01,F,2019-06-01,,CA1,0
107,PL400479,XXXX,C03,F,2019-06-01,,CA1,0
108,PL942936,XXX,C01,M,2019-06-01,,CA1,0
109,IK006139,XXXXX,C01,M,2019-06-01,,CA1,0
110,IK902787,XXXXX,C01,F,2019-06-01,,CA1,0
111,PL815569,XXXX,C02,F,2019-06-01,,CA1,0
112,HI216184,XXXX,C01,M,2019-06-01,,CA1,0
113,HI965956,XXXXX,C01,M,2019-06-01,,CA1,0
114,OA225076,XXXXX,C01,M,2019-06-01,,CA1,0
115,TS106731,XXXX,C03,M,2019-06-01,,CA1,0
116,HI228454,XXXXX,C02,F,2019-06-01,,CA1,0
117,HI900494,XX,C03,M,2019-06-01,,CA1,0
118,PL456313,XXXXX,C01,F,2019-06-01,,CA1,0
119,PL779242,XXXX,C01,F,2019-06-01,,CA1,0
120,TS959961,XXXXXX,C03,F,2019-06-01,,CA1,0
121,AS099118,XXXXX,C01,M,2019-06-01,,CA1,0
122,IK331136,XXXXXX,C02,F,2019-06-01,,CA1,0
123,AS834706,XXXXX,C01,M,2019-06-01,,CA1,0
124,TS179365,XXXXX,C03,M,2019-06-01,,CA1,0
125,AS614421,XXXXX,C01,M,2019-06-01,,CA1,0
126,OA747936,XXXXX,C01,M,2019-06-01,,CA1,0
127,PL494564,XXX,C03,M,2019-06-01,,CA1,0
128,AS299544,XXXX,C01,M,2019-06-01,,CA1,0
129,OA261861,XXXX,C02,M,2019-06-01,,CA1,0
130,HD120698,XXXXX,C01,F,2019-06-01,,CA1,0
131,HI328204,XX,C02,F,2019-07-01,,CA1,0
132,IK695797,XXXX,C02,M,2019-07-01,,CA1,0
133,HI778223,XX,C03,M,2019-07-01,,CA1,0
134,GD235669,XXX,C01,F,2019-07-01,,CA1,0
135,AS637476,XX,C02,F,2019-07-01,,CA1,0
136,AS171994,XXX,C03,M,2019-07-01,,CA1,0
137,PL245159,XXXXX,C02,F,2019-07-01,,CA1,0
138,GD470986,XXX,C03,M,2019-07-01,,CA1,0
139,HD287652,XX,C03,M,2019-07-01,,CA1,0
140,AS933597,XXXX,C01,M,2019-07-01,,CA1,0
141,PL787344,XXXX,C02,F,2019-07-01,,CA1,0
142,IK313475,XXXX,C03,M,2019-07-01,,CA1,0
143,OA986961,XXX,C01,F,2019-07-01,,CA1,0
144,OA266742,XXXXX,C02,M,2019-07-01,,CA1,0
145,IK461411,XXX,C02,F,2019-07-01,,CA1,0
146,TS244750,XXXXXX,C01,F,2019-07-01,,CA1,0
147,OA753193,XXX,C01,M,2019-07-01,,CA1,0
148,GD084870,XXXXX,C01,M,2019-07-01,,CA1,0
149,HD453390,XXXX,C03,M,2019-07-01,,CA1,0
150,GD138948,XXXXX,C03,F,2019-07-01,,CA1,0
151,TS673226,XXX,C02,F,2019-07-01,,CA1,0
152,IK357051,XXX,C01,M,2019-07-01,,CA1,0
153,HI859298,XXXXX,C03,M,2019-07-01,,CA1,0
154,AS065870,XXXX,C01,M,2019-07-01,,CA1,0
155,GD700613,XXX,C02,F,2019-07-01,,CA1,0
156,TS554037,XXXXXX,C03,F,2019-07-01,,CA1,0
157,PL827485,XXX,C01,F,2019-07-01,,CA1,0
158,AS828426,XXX,C03,M,2019-07-01,,CA1,0
159,GD009242,XXX,C02,F,2019-07-01,,CA1,0
160,HI092194,XXXXX,C01,F,2019-07-01,,CA1,0
161,PL812388,XXXXX,C03,M,2019-07-01,,CA1,0
162,OA025439,XXXXX,C01,M,2019-07-01,,CA1,0
163,TS023216,XXXXX,C02,F,2019-07-01,,CA1,0
164,TS440617,XXXXXX,C02,F,2019-07-01,,CA1,0
165,HI525283,XXXXXX,C03,F,2019-07-01,,CA1,0
166,GD812702,XXXXX,C01,F,2019-07-01,,CA1,0
167,IK560941,XXXX,C02,F,2019-07-01,,CA1,0
168,GD914874,XXX,C03,F,2019-07-01,,CA1,0
169,AS726714,XXXXX,C01,M,2019-07-01,,CA1,0
170,HI639424,XXXXX,C03,M,2019-07-01,,CA1,0
171,OA310354,XXXXX,C01,M,2019-07-01,,CA1,0
172,HI720107,XXXXX,C02,F,2019-07-01,,CA1,0
173,HD296157,XXXXX,C01,M,2019-07-01,,CA1,0
174,AS015315,XXXXX,C01,M,2019-07-01,,CA1,0
175,HD625027,XXXX,C03,M,2019-07-01,,CA1,0
176,HI323901,XXXXX,C01,M,2019-07-01,,CA1,0
177,TS614929,XXXXX,C03,F,2019-07-01,,CA1,0
178,AS868124,XXXXX,C01,M,2019-07-01,,CA1,0
179,HI499195,XXXX,C02,F,2019-07-01,,CA1,0
180,PL445190,XXXXX,C01,M,2019-07-01,,CA1,0
181,PL117922,XXXX,C02,F,2019-07-01,,CA1,0
182,GD837157,XXXXXX,C01,F,2019-07-01,,CA1,0
183,OA375487,XXXXXX,C01,M,2019-07-01,,CA1,0
184,PL863573,XXXXXX,C01,F,2019-08-01,,CA1,0
185,IK155697,XXXX,C01,F,2019-08-01,,CA1,0
186,AS132988,XXXX,C01,M,2019-08-01,,CA1,0
187,HI708658,XXX,C01,F,2019-08-01,,CA1,0
188,TS223691,XXXX,C01,M,2019-08-01,,CA1,0
189,OA823412,XXX,C01,M,2019-08-01,,CA1,0
190,OA545809,XXXXXX,C01,M,2019-08-01,,CA1,0
191,AS386696,XX,C02,F,2019-08-01,,CA1,0
192,IK219142,XXXX,C03,M,2019-08-01,,CA1,0
193,HI428108,XXXXX,C02,F,2019-08-01,,CA1,0
194,TS803730,XXXXX,C03,M,2019-08-01,,CA1,0
195,GD266112,XXX,C03,M,2019-08-01,,CA1,0
196,GD687485,XXXXX,C01,M,2019-08-01,,CA1,0
197,TS861244,XXXXX,C02,F,2019-08-01,,CA1,0
198,OA313854,XXXXX,C03,M,2019-08-01,,CA1,0
199,PL101549,XX,C03,M,2019-08-01,,CA1,0
200,OA484479,XXXXX,C01,F,2019-08-01,,CA1,0
201,HI978590,XXXXX,C01,F,2019-08-01,,CA1,0
202,HD405727,XX,C01,M,2019-08-01,,CA1,0
203,HD145501,XXXX,C03,M,2019-08-01,,CA1,0
204,HI920533,XX,C03,M,2019-08-01,,CA1,0
205,TS386881,XXXX,C01,F,2019-08-01,,CA1,0
206,TS864496,XXXXX,C01,M,2019-08-01,,CA1,0
207,OA278526,XXXXX,C02,F,2019-08-01,,CA1,0
208,GD639344,XXXXX,C02,F,2019-08-01,,CA1,0
209,HD862235,XXXXX,C01,M,2019-08-01,,CA1,0
210,HI531972,XXXXX,C03,M,2019-08-01,,CA1,0
211,OA368057,XXXXXX,C01,F,2019-08-01,,CA1,0
212,TS675030,XXXX,C03,M,2019-08-01,,CA1,0
213,OA085890,XXXXX,C01,M,2019-08-01,,CA1,0
214,PL876202,XXX,C02,F,2019-08-01,,CA1,0
215,OA250167,XXXX,C01,F,2019-08-01,,CA1,0
216,TS357089,XXXXX,C01,M,2019-08-01,,CA1,0
217,OA869136,XX,C02,F,2019-08-01,,CA1,0
218,TS147383,XXXXX,C03,F,2019-08-01,,CA1,0
219,AS875048,XXXXX,C03,M,2019-08-01,,CA1,0
220,GD687670,XXXX,C03,M,2019-08-01,,CA1,0
221,IK787243,XX,C03,M,2019-08-01,,CA1,0
222,AS092144,XX,C01,F,2019-08-01,,CA1,0
223,IK446815,XXXX,C03,M,2019-08-01,,CA1,0
224,TS085215,XXXXX,C03,M,2019-08-01,,CA1,0
225,PL652437,XXXX,C02,F,2019-08-01,,CA1,0
226,HI929904,XXXXX,C01,M,2019-08-01,,CA1,0
227,HD733934,XXX,C01,M,2019-08-01,,CA1,0
228,IK516841,XXXXX,C01,F,2019-08-01,,CA1,0
229,HI072340,XXXXX,C02,F,2019-08-01,,CA1,0
230,HI963277,XXX,C03,M,2019-08-01,,CA1,0
231,IK248737,XXXXXX,C02,F,2019-08-01,,CA1,0
232,OA955085,XXXXX,C01,F,2019-08-01,,CA1,0
233,GD257904,XXXX,C01,M,2019-08-01,,CA1,0
234,HI184733,XXXXX,C01,M,2019-08-01,,CA1,0
235,HI969840,XXXXX,C01,F,2019-08-01,,CA1,0
236,IK569155,XXXXXX,C02,M,2019-08-01,,CA1,0
237,OA255039,XXXXXX,C01,M,2019-09-01,,CA1,0
238,TS621030,XXXX,C02,F,2019-09-01,,CA1,0
239,TS364512,XXXX,C03,M,2019-09-01,,CA1,0
240,OA427079,XXXX,C03,M,2019-09-01,,CA1,0
241,IK986011,XXXX,C02,F,2019-09-01,,CA1,0
242,AS124354,XXXX,C03,M,2019-09-01,,CA1,0
243,HD867526,XXX,C03,M,2019-09-01,,CA1,0
244,HD379875,XXXX,C01,M,2019-09-01,,CA1,0
245,AS736672,XXXX,C01,F,2019-09-01,,CA1,0
246,OA285691,XXXXXX,C01,M,2019-09-01,,CA1,0
247,PL634236,XXX,C01,M,2019-09-01,,CA1,0
248,IK051737,XXXX,C01,F,2019-09-01,,CA1,0
249,OA628170,XXX,C03,F,2019-09-01,,CA1,0
250,IK018825,XXX,C01,M,2019-09-01,,CA1,0
251,HI673538,XXXX,C01,F,2019-09-01,,CA1,0
252,IK433428,XXXX,C01,F,2019-09-01,,CA1,0
253,GD004422,XXXX,C01,F,2019-09-01,,CA1,0
254,TS861788,XX,C01,F,2019-09-01,,CA1,0
255,AS603613,XXXXX,C02,F,2019-09-01,,CA1,0
256,TS161670,XXX,C01,F,2019-09-01,,CA1,0
257,HD862369,XXX,C03,M,2019-09-01,,CA1,0
258,PL507166,XXX,C01,M,2019-09-01,,CA1,0
259,HI003514,XXXXX,C02,F,2019-09-01,,CA1,0
260,TS995299,XXXXXX,C03,M,2019-09-01,,CA1,0
261,PL753720,XXXX,C01,F,2019-09-01,,CA1,0
262,IK292139,XX,C03,M,2019-09-01,,CA1,0
263,HD289026,XXX,C01,F,2019-09-01,,CA1,0
264,HI376364,XXXXXX,C01,M,2019-09-01,,CA1,0
265,HD561131,XXXXX,C01,F,2019-09-01,,CA1,0
266,TS548118,XXXXXX,C01,M,2019-09-01,,CA1,0
267,OA544396,XXXXX,C03,F,2019-09-01,,CA1,0
268,IK733351,XXXX,C01,M,2019-09-01,,CA1,0
269,GD280871,XXX,C02,M,2019-09-01,,CA1,0
270,HD914078,XXXX,C03,F,2019-09-01,,CA1,0
271,TS159187,XXXXX,C03,M,2019-09-01,,CA1,0
272,IK266002,XXXX,C01,M,2019-09-01,,CA1,0
273,PL144435,XXXXX,C02,F,2019-09-01,,CA1,0
274,HD012547,XX,C01,M,2019-09-01,,CA1,0
275,TS624020,XXXXXX,C03,F,2019-09-01,,CA1,0
276,GD693914,XXX,C01,M,2019-09-01,,CA1,0
277,HD981950,XXX,C01,M,2019-09-01,,CA1,0
278,GD082396,XXX,C01,M,2019-09-01,,CA1,0
279,PL739117,XX,C03,M,2019-09-01,,CA1,0
280,PL677323,XXXXX,C01,F,2019-09-01,,CA1,0
281,IK096992,XXXX,C01,M,2019-09-01,,CA1,0
282,TS718154,XXXX,C01,M,2019-09-01,,CA1,0
283,OA962428,XXXX,C03,M,2019-09-01,,CA1,0
284,HI270880,XX,C02,F,2019-09-01,,CA1,0
285,GD879805,XXXX,C01,M,2019-09-01,,CA1,0
286,IK616816,XXXXX,C01,F,2019-09-01,,CA1,0
287,PL394207,XXXX,C01,F,2019-09-01,,CA1,0
288,GD362521,XXX,C03,F,2019-09-01,,CA1,0
289,HD775663,XXXXX,C03,M,2019-09-01,,CA1,0
290,HD459783,XXXXX,C01,M,2019-09-01,,CA1,0
291,GD479679,XXXXX,C01,M,2019-09-01,,CA1,0
292,IK886752,XXXX,C03,M,2019-09-01,,CA1,0
293,HD387344,XXXXX,C01,F,2019-09-01,,CA1,0
294,OA763272,XXX,C01,M,2019-09-01,,CA1,0
295,HI564909,XXXXX,C01,M,2019-09-01,,CA1,0
296,TS536483,XXXX,C01,M,2019-09-01,,CA1,0
297,IK559274,XXX,C01,F,2019-09-01,,CA1,0
298,HI405166,XXXX,C02,F,2019-09-01,,CA1,0
299,AS468297,XX,C01,M,2019-09-01,,CA1,0
300,TS637007,XXXXX,C01,M,2019-09-01,,CA1,0
301,TS168517,XX,C01,F,2019-09-01,,CA1,0
302,AS712913,XXXX,C01,M,2019-09-01,,CA1,0
303,OA075024,XXXX,C01,M,2019-09-01,,CA1,0
304,IK799332,XXXX,C03,M,2019-09-01,,CA1,0
305,PL929818,XXX,C02,M,2019-09-01,,CA1,0
306,TS849376,XXX,C01,F,2019-09-01,,CA1,0
307,TS571375,XXX,C01,F,2019-09-01,,CA1,0
308,IK377403,XXXX,C01,M,2019-10-01,,CA1,0
309,HD845666,XXXX,C01,F,2019-10-01,,CA1,0
310,PL081925,XXXXX,C01,F,2019-10-01,,CA1,0
311,OA768446,XXXXXX,C02,F,2019-10-01,,CA1,0
312,HD576900,XXXXXX,C01,M,2019-10-01,,CA1,0
313,GD152639,XXXX,C01,M,2019-10-01,,CA1,0
314,IK453330,XXXX,C03,M,2019-10-01,,CA1,0
315,AS258098,XX,C01,M,2019-10-01,,CA1,0
316,IK130171,XXXX,C02,F,2019-10-01,,CA1,0
317,AS309101,XXXXX,C01,M,2019-10-01,,CA1,0
318,AS275166,XXXX,C01,M,2019-10-01,,CA1,0
319,IK771427,XXXX,C02,M,2019-10-01,,CA1,0
320,HD484088,XXXXX,C01,M,2019-10-01,,CA1,0
321,HD176214,XXXXX,C01,M,2019-10-01,,CA1,0
322,HI853357,XXXXX,C01,M,2019-10-01,,CA1,0
323,GD589615,XX,C01,F,2019-10-01,,CA1,0
324,GD763218,XX,C03,M,2019-10-01,,CA1,0
325,AS404579,XXXX,C01,F,2019-10-01,,CA1,0
326,OA352833,XX,C02,M,2019-10-01,,CA1,0
327,HI201910,XXXXX,C02,F,2019-10-01,,CA1,0
328,IK740134,XXXX,C01,F,2019-10-01,,CA1,0
329,IK580114,XXXX,C01,M,2019-10-01,,CA1,0
330,TS356315,XX,C03,M,2019-10-01,,CA1,0
331,TS922639,XXXXX,C03,F,2019-10-01,,CA1,0
332,PL704025,XXXX,C03,M,2019-10-01,,CA1,0
333,HD177050,XXXX,C02,M,2019-10-01,,CA1,0
334,OA862614,XXXX,C03,M,2019-10-01,,CA1,0
335,AS105107,XXXXX,C02,F,2019-10-01,,CA1,0
336,AS359364,XX,C03,F,2019-10-01,,CA1,0
337,OA462757,XXXX,C01,F,2019-10-01,,CA1,0
338,PL664277,XXXXX,C01,F,2019-10-01,,CA1,0
339,HD995428,XXX,C02,F,2019-10-01,,CA1,0
340,IK751998,XXXXX,C03,M,2019-10-01,,CA1,0
341,GD064521,XXXXX,C01,M,2019-10-01,,CA1,0
342,HD708558,XXXXX,C01,M,2019-10-01,,CA1,0
343,PL343970,XXXXX,C01,F,2019-10-01,,CA1,0
344,IK983460,XXXXXX,C02,M,2019-10-01,,CA1,0
345,IK608489,XXXX,C03,M,2019-10-01,,CA1,0
346,IK200910,XXXXX,C02,F,2019-10-01,,CA1,0
347,AS137764,XXX,C02,M,2019-10-01,,CA1,0
348,TS640338,XXXX,C01,F,2019-10-01,,CA1,0
349,AS614406,XXXXX,C03,F,2019-10-01,,CA1,0
350,HD762188,XXXXXX,C01,M,2019-10-01,,CA1,0
351,HI826338,XXXX,C03,F,2019-10-01,,CA1,0
352,GD672303,XXXXX,C02,F,2019-10-01,,CA1,0
353,TS321715,XXXXX,C03,M,2019-10-01,,CA1,0
354,TS798789,XXXXX,C01,F,2019-10-01,,CA1,0
355,HD035838,XXX,C02,F,2019-10-01,,CA1,0
356,HI183246,XXX,C01,F,2019-10-01,,CA1,0
357,TS145533,XXXXX,C03,M,2019-10-01,,CA1,0
358,GD323923,XX,C01,M,2019-10-01,,CA1,0
359,AS211705,XXX,C03,M,2019-10-01,,CA1,0
360,IK051201,XXXXXX,C01,M,2019-10-01,,CA1,0
361,AS038564,XXXXX,C01,M,2019-10-01,,CA1,0
362,PL576453,XXXXX,C01,M,2019-11-01,,CA1,0
363,PL351843,XXXXX,C01,M,2019-11-01,,CA1,0
364,HD134052,XX,C03,F,2019-11-01,,CA1,0
365,PL046622,XXXXX,C01,F,2019-11-01,,CA1,0
366,AS670699,XXXX,C01,M,2019-11-01,,CA1,0
367,PL703435,XXXX,C02,F,2019-11-01,,CA1,0
368,IK357689,XXXXX,C03,M,2019-11-01,,CA1,0
369,TS413023,XX,C01,M,2019-11-01,,CA1,0
370,HD581148,XXXXX,C01,F,2019-11-01,,CA1,0
371,HI342075,XXXXX,C03,M,2019-11-01,,CA1,0
372,HI777528,XXXXX,C01,F,2019-11-01,,CA1,0
373,IK766314,XXXXX,C02,F,2019-11-01,,CA1,0
374,GD670693,XXXXXX,C01,F,2019-11-01,,CA1,0
375,OA885929,XXXX,C02,F,2019-11-01,,CA1,0
376,OA737426,XXXX,C01,F,2019-11-01,,CA1,0
377,OA791937,XXXXX,C01,M,2019-11-01,,CA1,0
378,AS297966,XXXX,C02,F,2019-11-01,,CA1,0
379,OA524517,XX,C02,F,2019-11-01,,CA1,0
380,PL504040,XXXXX,C02,F,2019-11-01,,CA1,0
381,HD894637,XXXX,C01,F,2019-11-01,,CA1,0
382,IK324758,XXXXX,C01,F,2019-11-01,,CA1,0
383,HI995135,XXXXXX,C01,F,2019-11-01,,CA1,0
384,AS462796,XXX,C03,F,2019-11-01,,CA1,0
385,PL865030,XXXXX,C01,M,2019-11-01,,CA1,0
386,HI337186,XXXXX,C02,F,2019-11-01,,CA1,0
387,AS584189,XXXXX,C01,M,2019-11-01,,CA1,0
388,OA551532,XX,C03,F,2019-11-01,,CA1,0
389,AS009373,XX,C01,F,2019-11-01,,CA1,0
390,OA963991,XXXX,C01,F,2019-11-01,,CA1,0
391,TS230934,XXXXX,C01,M,2019-11-01,,CA1,0
392,OA543860,XXXX,C01,M,2019-11-01,,CA1,0
393,GD788407,XXX,C01,M,2019-11-01,,CA1,0
394,PL817645,XXXXX,C01,M,2019-11-01,,CA1,0
395,TS832330,XXXXX,C03,M,2019-11-01,,CA1,0
396,OA166132,XXXXX,C01,M,2019-11-01,,CA1,0
397,IK025556,XXXX,C01,F,2019-11-01,,CA1,0
398,OA408529,XXXXXX,C03,M,2019-11-01,,CA1,0
399,IK417386,XXXXX,C01,M,2019-11-01,,CA1,0
400,OA098556,XXXX,C02,F,2019-11-01,,CA1,0
401,IK320222,XXXXX,C01,M,2019-11-01,,CA1,0
402,HI650765,XXXX,C01,M,2019-11-01,,CA1,0
403,HI196175,XXX,C01,M,2019-11-01,,CA1,0
404,IK930070,XXXXX,C03,F,2019-11-01,,CA1,0
405,TS797358,XXXXX,C01,F,2019-11-01,,CA1,0
406,OA751110,XXX,C02,F,2019-11-01,,CA1,0
407,GD010455,XXXX,C03,F,2019-11-01,,CA1,0
408,GD024299,XXXXX,C03,M,2019-11-01,,CA1,0
409,IK339856,XXXX,C02,M,2019-11-01,,CA1,0
410,PL967244,XXX,C02,F,2019-11-01,,CA1,0
411,AS227898,XXXX,C02,M,2019-11-01,,CA1,0
412,IK390163,XXXXX,C01,M,2019-11-01,,CA1,0
413,HD767925,XXXXX,C03,M,2019-11-01,,CA1,0
414,HD537465,XXXXX,C01,M,2019-11-01,,CA1,0
415,OA016045,XXXXX,C03,F,2019-11-01,,CA1,0
416,GD649455,XXXXXX,C01,M,2019-11-01,,CA1,0
417,HD252906,XX,C03,M,2019-11-01,,CA1,0
418,GD020270,XX,C02,F,2019-11-01,,CA1,0
419,HI713224,XXXXX,C01,M,2019-11-01,,CA1,0
420,HD810948,XXXXX,C03,M,2019-11-01,,CA1,0
421,AS515526,XXXXX,C03,M,2019-11-01,,CA1,0
422,TS036404,XXX,C01,M,2019-11-01,,CA1,0
423,IK986467,XX,C02,F,2019-11-01,,CA1,0
424,HI207536,XXXX,C01,M,2019-11-01,,CA1,0
425,GD001777,XX,C03,M,2019-12-01,,CA1,0
426,OA409321,XXXX,C02,F,2019-12-01,,CA1,0
427,HD074397,XXXXX,C01,M,2019-12-01,,CA1,0
428,GD900956,XXX,C01,M,2019-12-01,,CA1,0
429,OA003002,XXXX,C02,F,2019-12-01,,CA1,0
430,AS926099,XXXXXX,C01,F,2019-12-01,,CA1,0
431,OA869095,XXXX,C01,F,2019-12-01,,CA1,0
432,HI654756,XXXXX,C01,M,2019-12-01,,CA1,0
433,TS558026,XX,C02,M,2019-12-01,,CA1,0
434,GD289305,XXXXX,C01,F,2019-12-01,,CA1,0
435,PL152339,XX,C02,M,2019-12-01,,CA1,0
436,HI702171,XXXXXX,C03,F,2019-12-01,,CA1,0
437,GD635509,XXXXXX,C01,M,2019-12-01,,CA1,0
438,HI015767,XXXXX,C03,M,2019-12-01,,CA1,0
439,IK670283,XXXXX,C02,F,2019-12-01,,CA1,0
440,TS660622,XXXXXX,C03,M,2019-12-01,,CA1,0
441,TS426363,XXXX,C03,M,2019-12-01,,CA1,0
442,PL648343,XXX,C02,F,2019-12-01,,CA1,0
443,HD052411,XXXXXX,C01,M,2019-12-01,,CA1,0
444,OA419310,XXX,C01,F,2019-12-01,,CA1,0
445,PL758046,XXXXX,C01,M,2019-12-01,,CA1,0
